Num,ADJUSTED NUMBER,Observer,Date,Cloud,Wind,Time,Species,Lat,Lon,Age,Sex,Bird Height,Foraging Location,Foraging Behavior,Flock?,# individuals,Con/hetero,# species,Which species,Substrate type,Canopy height,Canopy level,PLAYBACK?,Locality,NOTE,,,Distance from Trunk,DBH,(habitat),(tree height),,,
12,12,E + M,1/11,30,2,1628,NOPA,18.5192112,-68.3840333,U,F,3,OL,G,Y,2,C,1,,,,,Y,Behind Sewage Ponds,,,,2,4,Dense ES,5,,BTBW,1
16,16,E + M,1/11,30,2,1653,NOPA,18.5237675,-68.3829561,U,F,2,OL,H,N,,,,,,,,Y,Behind Sewage Ponds,,,,,,Shrub edge,,,BCPT,17
16,16,E + M,1/11,30,2,1655,NOPA,18.5237675,-68.3829561,U,F,1.5,UF,G,N,,,,,,,,Y,Behind Sewage Ponds,,,,,,Shrub edge,,,,
16,16,E + M,1/11,30,2,1656,NOPA,18.5237675,-68.3829561,U,F,1.75,UL,G,N,,,,,,,,Y,Behind Sewage Ponds,,,,0.05,0.5,Shrub edge,2.5,,,
17,17,E + M,1/11,30,2,1704,NOPA,18.5256797,-68.3817242,U,U,7,OF,G,N,,,,,,,,N,Behind Sewage Ponds,,,,0.2,3,Mature edge,9,,TOTAL,86
20,20,E + M,1/11,30,2,1726,NOPA,18.5283316,-68.3805736,U,U,,OL,G,Y,3,H,3,"BCPT, CMWA",,,,N,Behind Sewage Ponds,,,,,,Intermediate edge,,,,
2,23,E + M + A + K,1/12,30,1,1555,NOPA,18.5198419,-68.3847233,U,U,4,F,F,N,,,,,T,,,N,Behind Sewage Ponds,,,,1.5,2,,7,,,
4,25,E + M + A + K,1/12,30,1,1620,NOPA,18.5202062,-68.3896133,Ad,M,11,UL,G,N,,,,,T,,,N,Behind Sewage Ponds,,,,0.5,2,,5,,,
4,25,E + M + A + K,1/12,30,1,1640,NOPA,18.5202062,-68.3896133,Ad,U,11,F,H,N,,,,,,,,N,Behind Sewage Ponds,,,,0.5,,,5,,,
6,27,E + M + A + K,1/12,30,1,1650,NOPA,18.5191158,-68.3849737,U,U,3.5,UL,G,Y,2,H,2,CMWA,T,9,3,Y,Behind Sewage Ponds,,,,0.75,,,,,,
8,29,E + M + A + K,1/12,30,1,1655,NOPA,18.5191158,-68.3849737,F/J,U,1.5,UL,G,N,,,,,T,9,1,N,Behind Sewage Ponds,,,,,,,,,,
8,29,E + M + A + K,1/12,30,1,1655,NOPA,18.5191158,-68.3849737,F/J,U,1.5,UL,G,N,,,,,T,9,1,N,Behind Sewage Ponds,,,,,,,,,,
6,27,E + M + A + K,1/12,30,1,1657,NOPA,18.5191158,-68.3849737,U,U,3.5,UL,F,Y,2,H,2,CMWA,T,9,3,N,Behind Sewage Ponds,,,,,,,,,,
6,27,E + M + A + K,1/12,30,1,1658,NOPA,18.5191158,-68.3849737,U,U,3.5,UL,H,Y,2,H,2,CMWA,T,9,3,N,Behind Sewage Ponds,,,,,,,,,,
9,30,E + M + A + K,1/12,30,1,1710,NOPA,18.5185731,-68.3851364,U,U,9,OL,G,N ,,,,,T,9,2,Y,Behind Sewage Ponds,,,,1,,,,,,
10,31,E + M + A + K,1/12,30,1,1715,NOPA,18.5177221,-68.3798937,U,U,9,OL,G,Y,3,H,3,"BAWW, AMRE",T,16,3,Y,Behind Sewage Ponds,,,,0.3,,,,,,
10,31,E + M + A + K,1/12,30,1,1718,NOPA,18.5177221,-68.3798937,U,U,7,OF,H,Y,,,,,T,16,3,Y,Behind Sewage Ponds,,,,,,,,,,
2,36,A + M,1/13,10,3,1555,NOPA,18.514217,-68.3745872,F/J,U,5,OL,G,N,,,,,S,12,2,Y,Casitas,,,,,,,,,,
2,36,A + M,1/13,10,3,1555,NOPA,18.514217,-68.3745872,F/J,U,7,F,S,N,,,,,LT,12,3,Y,Casitas,,,,,,,,,,
2,36,A + M,1/13,10,3,1555,NOPA,18.514217,-68.3745872,F/J,U,8,UL,G,N,,,,,LT,12,3,Y,Casitas,,,,,,,,,,
2,36,A + M,1/13,10,3,1555,NOPA,18.514217,-68.3745872,F/J,U,9,UF,G,N,,,,,LT,12,3,Y,Casitas,,,,,,,,,,
2,36,A + M,1/13,10,3,1555,NOPA,18.514217,-68.3745872,F/J,U,5,UL,G,N,,,,,T,12,2,Y,Casitas,,,,,,,,,,
3,37,A + M,1/13,10,3,1604,NOPA,18.5144643,-68.3753141,U,M,4,OL,G,N,,,,,T,8,2,Y,Casitas,,,,,,,,,,
3,37,A + M,1/13,10,3,1604,NOPA,18.5144643,-68.3753141,U,M,6,OL,H,N,,,,,LT,12,3,Y,Casitas,,,,,,,,,,
6,40,A + M,1/13,10,3,1653,NOPA,18.5143852,-68.3726179,Ad,M,3,OL,H,N,,,,,T,14,1,N,Casitas,,,,,,,,,,
6,40,A + M,1/13,10,3,1653,NOPA,18.5143852,-68.3726179,Ad,M,4,UL,G,N,,,,,T,14,1,N,Casitas,,,,,,,,,,
6,40,A + M,1/13,10,3,1653,NOPA,18.5143852,-68.3726179,Ad,M,4,F,S,N,,,,,T,14,1,N,Casitas,,,,,,,,,,
6,40,A + M,1/13,10,3,1653,NOPA,18.5143852,-68.3726179,Ad,M,4,OL,H,N,,,,,T,14,1,N,Casitas,,,,,,,,,,
7,41,A + M,1/13,10,3,1705,NOPA,18.51419,-68.3720136,U,U,6,OL,G,N,,,,,T,12,2,N,Casitas,,,,,,,,,,
7,41,A + M,1/13,10,3,1705,NOPA,18.51419,-68.3720136,U,U,6,OF,G,N,,,,,T,14,3,N,Casitas,,,,,,,,,,
11,45,A + M,1/13,10,3,1715,NOPA,18.51419,-68.3720136,U,U,4,UL,H,N,,,,,T,6,2,N,Casitas,,,,,,,,,,
11,45,A + M,1/13,10,3,1715,NOPA,18.51419,-68.3720136,U,U,4,OF,G,N,,,,,T,6,2,N,Casitas,,,,,,,,,,
14,48,A + M,1/13,10,3,1720,NOPA,18.51419,-68.3720136,U,U,10,US,G,Y,,H,2,3 YRWA,T,11,1,N,Casitas,,,,,,,,,,
1,53,A + E,1/15,100,3,1607,NOPA,18.5145753,-68.3728937,Ad,M,7,OL,G,Y,2,H,2,"CMWA, NOPA",LT,10,3,N,Casitas,,,,,,,,,,
1,53,A + E,1/15,100,3,1607,NOPA,18.5145753,-68.3728937,Ad,M,8,OL,G,Y,2,H,2,"CMWA, NOPA",LT,10,3,N,Casitas,,,,,,,,,,
1,53,A + E,1/15,100,3,1607,NOPA,18.5145753,-68.3728937,Ad,M,8,OL,F,Y,2,H,2,"CMWA, NOPA",LT,10,3,N,Casitas,,,,,,,,,,
1,53,A + E,1/15,100,3,1607,NOPA,18.5145753,-68.3728937,Ad,M,8,UL,G,Y,2,H,2,"CMWA, NOPA",LT,10,3,N,Casitas,,,,,,,,,,
1,53,A + E,1/15,100,3,1607,NOPA,18.5145753,-68.3728937,Ad,M,8,,S,Y,2,H,2,"CMWA, NOPA",LT,10,3,N,Casitas,,,,,,,,,,
3,55,A + E,1/15,100,3,1621,NOPA,18.5147826,-68.3723831,Imm,M,2,OL,G,N,,,,,B,10,1,N,Casitas,,,,,,,,,,
4,56,A + E,1/15,100,3,1629,NOPA,18.5145676,-68.3720167,Ad,M,6,OL,G,N,,,,,LT,10,2,N,Casitas,,,,,,,,,,
4,56,A + E,1/15,100,3,1629,NOPA,18.5145676,-68.3720167,Ad,M,6,UL,G,N,,,,,LT,10,2,N,Casitas,,,,,,,,,,
5,57,A + E,1/15,100,3,1731,NOPA,18.5124045,-68.3723033,Ad,M,1.2,,S,N,,,,,S,16,1,N,Casitas,,,,,,,,,,
5,57,A + E,1/15,100,3,1731,NOPA,18.5124045,-68.3723033,Ad,M,1,UL,G,N,,,,,S,16,1,N,Casitas,,,,,,,,,,
7,59,A + E,1/15,100,3,1749,NOPA,18.5141661,-68.3754358,U,U,5,,S,N,,,,,D,8,2,N,Casitas,,,,,,,,,,
1,60,MG,1/16,0,2,1606,NOPA,18.5200886,-68.3866736,U,U,2,UL,H,N,,,,,S,12,1,Y,Man-made Lagoons,,,,,,,,,,
2,61,MG,1/16,0,2,1615,NOPA,18.5205569,-68.3877944,U,U,9,SW,G,N,,,,,T,11,3,Y,Man-made Lagoons,,,,,,,,,,
2,61,MG,1/16,0,2,1615,NOPA,18.5205569,-68.3877944,U,U,9,SW,H,N,,,,,T,11,3,Y,Man-made Lagoons,,,,,,,,,,
2,61,EH,1/16,0,2,1615,NOPA,18.5205569,-68.3877944,U,U,9,SW,G,N,,,,,T,11,3,Y,Man-made Lagoons,,,,,,,,,,
4,63,MG,1/16,0,2,1659,NOPA,18.5261389,-68.3827391,U,U,4,SW,G,Y,3,H,2,"2 NOPA, 1 AMRE",T,9,2,Y,Man-made Lagoons,,,,,,,,,,
4,63,MG,1/16,0,2,1659,NOPA,18.5261389,-68.3827391,U,U,3,SW,H,Y,3,H,2,"3 NOPA, 1 AMRE",T,9,2,Y,Man-made Lagoons,,,,,,,,,,
4,63,MG,1/16,0,2,1659,NOPA,18.5261389,-68.3827391,U,U,3,UL,G,Y,3,H,2,"4 NOPA, 1 AMRE",T,9,2,Y,Man-made Lagoons,,,,,,,,,,
6,65,EH,1/16,0,2,1659,NOPA,18.5261389,-68.3827391,U,U,4,OF,G,Y,2,H,2,"1 CMWA, 1 NOPA",T,9,2,Y,Man-made Lagoons,,,,,,,,,,
11,70,EH,1/16,0,2,1753,NOPA,18.5277184,-68.3801203,U,U,4,F,G,Y,2,H,2,"NOPA, BAWW",D,12,2,N,Man-made Lagoons,,,,,,,,,,
11,70,EH,1/16,0,2,1753,NOPA,18.5277184,-68.3801203,U,U,4,F,G,Y,2,H,2,"NOPA, BAWW",D,12,2,N,Man-made Lagoons,,,,,,,,,,
11,70,EH,1/16,0,2,1753,NOPA,18.5277184,-68.3801203,U,U,4,F,H,Y,2,H,2,"NOPA, BAWW",D,12,2,N,Man-made Lagoons,,,,,,,,,,
12,71,MG,1/16,0,2,1810,NOPA,18.5262303,-68.3785924,U,U,3,SW,G,Y,4,H,3,"2 NOPA, BAWW, AMRE",B,14,1,N,Man-made Lagoons,,,,,,,,,,
12,71,MG,1/16,0,2,1810,NOPA,18.5262303,-68.3785924,U,U,3,UL,G,Y,4,H,3,,T,14,1,N,Man-made Lagoons,,,,,,,,,,
12,71,MG,1/16,0,2,1810,NOPA,18.5262303,-68.3785924,U,U,3,OL,H,Y,4,H,3,,T,14,1,N,Man-made Lagoons,,,,,,,,,,
12,71,MG,1/16,0,2,1810,NOPA,18.5262303,-68.3785924,U,U,4,UL,G,Y,4,H,3,,T,14,1,N,Man-made Lagoons,,,,,,,,,,
1,72,KNV,1/14,0,3,920,NOPA,18.5158308,-68.379616,U,U,2,UL,G,N,1,,,,T,10,2,N,,,,,-,-,,8,,,
1,72,KNV,1/14,0,3,920,NOPA,18.5158308,-68.379616,U,U,2,OL,G,N,1,,,,T,10,2,N,,,,,-,-,,8,,,
1,72,KNV,1/13,30,3,807,NOPA,18.5202062,-68.3896133,U,U,4,F,OF,N,1,,,,T,14,2,N,,,,,-,-,,7,,,
16,87,MG,1/17,0,2,1630,NOPA,18.5299045,-68.3744317,U,U,0.5,OL,G,Y,,C,1,15 YRWA,B,3,1,N,Hacienda,,,,,,,,,,
8,104,EH,1/18,60,2,1753,NOPA,18.5134832,-68.3794334,U,U,7,OL,H,N,,,,,T,13,2,N,FUNDACION,,,,,,,,,,
8,112,AE,1/18,60,3,1723,NOPA,18.5164971,-68.3795802,Ad,M,5,OL,G,N,,,,,T,7,3,N,Casitas - Polo,,,,,,,,,,
8,112,KNV,1/18,60,3,1723,NOPA,18.5164971,-68.3795802,Ad,M,5,OL,G,N,,,,,T,7,3,N,Casitas - Polo,,,,,,,,,,
8,112,KNV,1/18,60,3,1723,NOPA,18.5164971,-68.3795802,Ad,M,5,UL,G,N,,,,,T,7,3,N,Casitas - Polo,,,,,,,,,,
17,144,AE,1/19,0,0,925,NOPA,18.5281014,-68.3797169,U,U,7,OL,G,N,,,,,T,10,3,N,Hacienda,,,,,,,,,,
11,177,K,1/19,40,1,1745,NOPA,18.517695,-68.3755179,U,U,6,UL,G,Y,-,H,3,"YRWA(3), CMWA (1), PRAW(2)",T,16,3,N,Reserve to Casitas,,,,,,,,,,
11,177,E,1/19,40,1,1745,NOPA,18.517695,-68.3755179,F/J,U,9,L,H,Y,-,H,3,"YRWA(3), NOPA (1), PRAW(1)",T,16,2,N,Reserve to Casitas,,,,,,,,,,
11,177,E,1/19,40,1,1745,NOPA,18.517695,-68.3755179,F/J,U,9,L,H,Y,-,H,3,"YRWA(3), NOPA (1), PRAW(1)",T,16,2,N,Reserve to Casitas,,,,,,,,,,
11,177,E,1/19,40,1,1745,NOPA,18.517695,-68.3755179,F/J,U,9,L,H,Y,-,H,3,"YRWA(3), NOPA (1), PRAW(1)",T,16,2,N,Reserve to Casitas,,,,,,,,,,
9,187,MG,1/19,30,1,1755,NOPA,18.5390237,-68.373864,U,U,1,UL,G,Y,3,H,2,"2 CMWA, NOPA",S,13,1,N,Hacienda,,,,,,,,,,
9,187,MG,1/19,30,1,1755,NOPA,18.5390237,-68.373864,U,U,1,OL,G,Y,3,H,2,"2 CMWA, NOPA",S,13,1,N,Hacienda,,,,,,,,,,
6,194,MG,1/20,20,1,810,NOPA,18.5293161,-68.37581,U,U,7,OL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",T,10,3,N,Hacienda,,,,,,,,,,
9,197,MG,1/20,20,1,815,NOPA,18.5293161,-68.37581,U,U,4,L,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",T,5,3,N,Hacienda,,,,,,,,,,
9,197,MG,1/20,20,1,815,NOPA,18.5293161,-68.37581,U,U,4,OL,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",T,5,3,N,Hacienda,,,,,,,,,,
9,197,MG,1/20,20,1,815,NOPA,18.5293161,-68.37581,U,U,4,UF,G,Y,15,H,8,"1 CMWA, AMRE, 2 NOPA, 3 YFGR, GABU, OVEN, 4 PRAW, 2 BCPT",T,5,3,N,Hacienda,,,,,,,,,,
1,210,AE,1/20,10,1,745,NOPA,18.5149946,-68.3770277,F/J,U,8,OL,G,N,,,,,T,12,2,N,Reserve,,,,,,,,,,
1,210,AE,1/20,10,1,745,NOPA,18.5149946,-68.3770277,F/J,U,7,OL,H,N,,,,,T,12,2,N,Reserve,,,,,,,,,,
3,225,EH,1/20,10,1,826,NOPA,18.5374617,-68.3782565,AD,U,4,,H,N,-,-,-,-,S,16,1,N,Hacienda,,,,,,,,,,
3,225,EH,1/20,10,1,826,NOPA,18.5374617,-68.3782565,AD,U,4,UL,G,N,-,-,-,-,S,16,1,N,Hacienda,,,,,,,,,,
6,228,EH,1/20,10,1,923,NOPA,18.5316949,-68.3830711,F/J,U,3,,H,Y,3,H,2,"1 CMWA, 2 NOPA",T,8,2,N,Hacienda,,,,,,,,,,
6,228,EH,1/20,10,1,923,NOPA,18.5316949,-68.3830711,F/J,U,3,SW,G,Y,3,H,2,"1 CMWA, 2 NOPA",T,8,2,N,Hacienda,,,,,,,,,,
6,228,EH,1/20,10,1,923,NOPA,18.5316949,-68.3830711,F/J,U,3,UL,G,Y,3,H,2,"1 CMWA, 2 NOPA",T,8,2,N,Hacienda,,,,,,,,,,
13,265,MG,1/21,10,1,830,NOPA,18.5253697,-68.3817028,U,U,8,F,G,N,,,,,S,10,3,N,Man-made Lagoons,,,,,,,,,,
13,265,MG,1/21,10,1,830,NOPA,18.5253697,-68.3817028,U,U,8,UL,G,N,,,,,S,10,3,N,Man-made Lagoons,,,,,,,,,,
13,265,MG,1/21,10,1,830,NOPA,18.5253697,-68.3817028,U,U,8,UF,G,N,,,,,S,10,3,N,Man-made Lagoons,,,,,,,,,,
13,265,MG,1/21,10,1,830,NOPA,18.5253697,-68.3817028,U,U,8,OF,G,N,,,,,S,10,3,N,Man-made Lagoons,,,,,,,,,,
5,272,AE,1/21,10,1,810,NOPA,18.5199335,-68.3846867,U,U,4,OL,G,Y,,H,4,"PRAW, YRWA, CMWA, BAWW",T,8,2,N,Behind Sewage Ponds,,,,,,,,,,
13,280,AE,1/21,10,1,908,NOPA,18.5204536,-68.3842143,F/J,U,6,OL,G,N,,,,,T,9,2,N,Behind Sewage Ponds,,,,,,,,,,
15,282,AE,1/21,10,1,912,NOPA,18.5197465,-68.3847374,F/J,U,7,OL,G,Y,,H,3,"CMWA, NOPA, BAWW",T,9,3,N,Behind Sewage Ponds,,,,,,,,,,
15,282,AE,1/21,10,1,912,NOPA,18.5197465,-68.3847374,F/J,U,7,UL,G,Y,,H,3,"CMWA, NOPA, BAWW",T,9,3,N,Behind Sewage Ponds,,,,,,,,,,
5,165,AE,1/19,30,1,1730,NOWA,18.5126547,-68.3795292,U,U,1,OL,G,,,,,,D,12,1,N,Marina ,,,,,,,,,,
5,165,AE,1/19,30,1,1730,NOWA,18.5126547,-68.3795292,U,U,0,G,S,,,,,,L,12,1,N,Marina ,,,,,,,,,,
5,165,AE,1/19,30,1,1730,NOWA,18.5126547,-68.3795292,U,U,1,OF,S,,,,,,L,12,1,N,Marina ,,,,,,,,,,
14,243,K,1/20,40,1,916,NOWA,"18º31`10""N","68º22`27""W",U,U,0,G,G,N,-,-,-,-,G,14,1,N,Tortuga Bay - Main Road,,,,,,,,,,
5,117,KNV,1/19,0,0,1002,OVEN,18.5138177,-68.3806477,U,U,0,G,G,N,,,,,G,17,1,N,Gavilan,,,,,,,,,,
1,126,MG,1/19,0,0,700,OVEN,18.513409,-68.379982,U,U,0,G,G,N,,,,,G,12,1,N,Reserve,,,,,,,,,,
1,126,MG,1/19,0,0,700,OVEN,18.513409,-68.379982,U,U,0,G,G,N,,,,,G,12,1,N,Reserve,,,,,,,,,,
1,126,MG,1/19,0,0,700,OVEN,18.513409,-68.379982,U,U,0,G,G,N,,,,,G,12,1,N,Reserve,,,,,,,,,,
1,126,MG,1/19,0,0,700,OVEN,18.513409,-68.379982,U,U,0,G,G,N,,,,,G,12,1,N,Reserve,,,,,,,,,,
1,126,MG,1/19,0,0,700,OVEN,18.513409,-68.379982,U,U,0,G,G,N,,,,,G,12,1,N,Reserve,,,,,,,,,,
2,127,MG,1/19,0,0,700,OVEN,18.513409,-68.379982,U,U,0,G,G,N,,,,,G,12,1,N,Reserve,,,,,,,,,,
2,127,MG,1/19,0,0,700,OVEN,18.513409,-68.379982,U,U,0,G,G,N,,,,,G,12,1,N,Reserve,,,,,,,,,,
14,141,AE,1/19,0,0,905,OVEN,18.5281014,-68.3797169,U,U,0,G,G,N,,,,,T,10,1,N,Hacienda,,,,,,,,,,
14,141,AE,1/19,0,0,905,OVEN,18.5281014,-68.3797169,U,U,0,G,S,N,,,,,T,10,1,N,Hacienda,,,,,,,,,,
3,212,AE,1/20,10,1,745,OVEN,18.5149946,-68.3770277,U,U,0,G,S,N,,,,,LL,12,1,N,Reserve,,,,,,,,,,
3,212,AE,1/20,10,1,745,OVEN,18.5149946,-68.3770277,U,U,1,D,G,N,,,,,D,12,1,N,Reserve,,,,,,,,,,
10,219,AE,1/20,10,1,920,OVEN,18.50923,-68.3743297,U,U,1,D,G,N,,,,,D,15,1,N,Reserve,,,,,,,,,,
10,219,AE,1/20,10,1,920,OVEN,18.50923,-68.3743297,U,U,1,D,G,N,,,,,D,15,1,N,Reserve,,,,,,,,,,
10,219,AE,1/20,10,1,920,OVEN,18.50923,-68.3743297,U,U,1,D,G,N,,,,,D,15,1,N,Reserve,,,,,,,,,,
10,219,AE,1/20,10,1,920,OVEN,18.50923,-68.3743297,U,U,0,G,S,N,,,,,LL,15,1,N,Reserve,,,,,,,,,,
10,219,AE,1/20,10,1,920,OVEN,18.50923,-68.3743297,U,U,0,G,G,N,,,,,LL,15,1,N,Reserve,,,,,,,,,,
10,277,AE,1/21,10,1,840,OVEN,18.5202717,-68.3845543,U,U,1,D,G,N,,,,,D,8,1,N,Behind Sewage Ponds,,,,,,,,,,
10,277,AE,1/21,10,1,840,OVEN,18.5202717,-68.3845543,U,U,2,D,G,N,,,,,D,8,1,N,Behind Sewage Ponds,,,,,,,,,,
10,277,AE,1/21,10,1,840,OVEN,18.5202717,-68.3845543,U,U,0,LL,G,N,,,,,LL,8,1,N,Behind Sewage Ponds,,,,,,,,,,
11,278,AE,1/21,10,1,905,OVEN,18.5204536,-68.3842143,U,U,1,D,G,N,,,,,D,8,1,N,Behind Sewage Ponds,,,,,,,,,,
11,278,AE,1/21,10,1,905,OVEN,18.5204536,-68.3842143,U,U,1,D,G,N,,,,,D,8,1,N,Behind Sewage Ponds,,,,,,,,,,
11,278,AE,1/21,10,1,905,OVEN,18.5204536,-68.3842143,U,U,1,D,G,N,,,,,D,8,1,N,Behind Sewage Ponds,,,,,,,,,,
11,278,AE,1/21,10,1,905,OVEN,18.5204536,-68.3842143,U,U,1,D,S,N,,,,,D,8,1,N,Behind Sewage Ponds,,,,,,,,,,
2,98,MG,1/18,60,2,1650,PAWA,18.5062805,-68.3762187,,,0,G,G,N,,,,,G,,,N,FUNDACION,,,,,,,,,,
2,98,MG,1/18,60,2,1650,PAWA,18.5062805,-68.3762187,,,6,OL,G,N,,,,,T,7,3,N,FUNDACION,,,,,,,,,,
2,98,MG,1/18,60,2,1650,PAWA,18.5062805,-68.3762187,,,6,OL,H,N,,,,,T,7,3,N,FUNDACION,,,,,,,,,,
2,98,MG,1/18,60,2,1650,PAWA,18.5062805,-68.3762187,,,6,OL,G,N,,,,,T,7,3,N,FUNDACION,,,,,,,,,,
2,98,MG,1/18,60,2,1650,PAWA,18.5062805,-68.3762187,,,6,OL,G,N,,,,,T,7,3,N,FUNDACION,,,,,,,,,,
7,111,AE,1/18,60,3,1723,PAWA,18.5174226,-68.3752018,U,U,2,T,G,Y,3,H,3,"PRAW, PAWA, YRWA",T,11,1,N,Casitas - Polo,,,,,,,,,,
7,111,AE,1/18,60,3,1723,PAWA,18.5174226,-68.3752018,U,U,0,G,S,Y,3,H,3,"PRAW, PAWA, YRWA",T,11,1,N,Casitas - Polo,,,,,,,,,,
19,146,AE,1/19,0,0,935,PAWA,18.5184314,-68.3780489,U,U,2,OF,G,Y,,H,2,"PAWA, LOWA",G,9,1,N,Hacienda,,,,,,,,,,
19,146,AE,1/19,0,0,935,PAWA,18.5184314,-68.3780489,U,U,3,OL,F,Y,,H,2,"PAWA, LOWA",G,9,1,N,Hacienda,,,,,,,,,,
19,146,AE,1/19,0,0,935,PAWA,18.5184314,-68.3780489,U,U,2,OF,G,Y,,H,2,"PAWA, LOWA",G,9,1,N,Hacienda,,,,,,,,,,
19,146,AE,1/19,0,0,935,PAWA,18.5184314,-68.3780489,U,U,0,G,G,Y,,H,2,"PAWA, LOWA",G,9,1,N,Hacienda,,,,,,,,,,
3,156,EH,1/19,0,0,828,PAWA,18.514003,-68.379841,U,U,0.5,,F,Y,8,H,3,"4 YRWA, 3 YFGR, PAWA",,10,1,N,Marina ,,,,,,,,,,
3,156,EH,1/19,0,0,828,PAWA,18.514003,-68.379841,U,U,0,G,G,Y,8,H,3,"4 YRWA, 3 YFGR, PAWA",L,10,1,N,Marina ,,,,,,,,,,
3,156,EH,1/19,0,0,828,PAWA,18.514003,-68.379841,U,U,0.2,F,G,Y,8,H,3,"4 YRWA, 3 YFGR, PAWA",D,10,1,N,Marina ,,,,,,,,,,
3,156,EH,1/19,0,0,828,PAWA,18.514003,-68.379841,U,U,0,G,G,Y,8,H,3,"4 YRWA, 3 YFGR, PAWA",L,10,1,N,Marina ,,,,,,,,,,
3,156,EH,1/19,0,0,828,PAWA,18.514003,-68.379841,U,U,0,,F,Y,8,H,3,"4 YRWA, 3 YFGR, PAWA",,10,1,N,Marina ,,,,,,,,,,
3,156,EH,1/19,0,0,828,PAWA,18.514003,-68.379841,U,U,0,G,G,Y,8,H,3,"4 YRWA, 3 YFGR, PAWA",L,10,1,N,Marina ,,,,,,,,,,
5,158,EH,1/19,0,0,924,PAWA,18.5081442,-68.3832977,U,U,0,G,G,N,,,,,G,5,1,N,Marina ,,,,,,,,,,
5,158,EH,1/19,0,0,924,PAWA,18.5081442,-68.3832977,U,U,0,G,F,N,,,,,G,5,1,N,Marina ,,,,,,,,,,
5,158,EH,1/19,0,0,924,PAWA,18.5081442,-68.3832977,U,U,0,OL,G,N,,,,,G,5,1,N,Marina ,,,,,,,,,,
5,158,EH,1/19,0,0,924,PAWA,18.5081442,-68.3832977,U,U,0.1,G,H,N,,,,,GC,5,1,N,Marina ,,,,,,,,,,
5,158,EH,1/19,0,0,924,PAWA,18.5081442,-68.3832977,U,U,0,UL,G,N,,,,,G,5,1,N,Marina ,,,,,,,,,,
7,160,EH,1/19,0,0,956,PAWA,18.5075468,-68.3779319,U,U,0,G,G,Y,2,H,2,"YRWA, PAWA",L,,1,N,Marina ,,,,,,,,,,
7,160,EH,1/19,0,0,956,PAWA,18.5075468,-68.3779319,U,U,0,G,G,Y,2,H,2,"YRWA, PAWA",L,1,1,N,Marina ,,,,,,,,,,
7,160,EH,1/19,0,0,956,PAWA,18.5075468,-68.3779319,U,U,0,G,G,Y,2,H,2,"YRWA, PAWA",L,1,1,N,Marina ,,,,,,,,,,
7,160,EH,1/19,0,0,956,PAWA,18.5075468,-68.3779319,U,U,0,G,G,Y,2,H,2,"YRWA, PAWA",L,1,1,N,Marina ,,,,,,,,,,
7,160,EH,1/19,0,0,956,PAWA,18.5075468,-68.3779319,U,U,0,G,G,Y,2,H,2,"YRWA, PAWA",L,1,1,N,Marina ,,,,,,,,,,
7,160,EH,1/19,0,0,956,PAWA,18.5075468,-68.3779319,U,U,0.5,,H,Y,2,H,2,"YRWA, PAWA",B,,,N,Marina ,,,,,,,,,,
1,161,AE,1/19,30,1,1632,PAWA,18.5065819,-68.375763,U,U,0,G,G,,,,,,L,12,1,N,Marina ,,,,,,,,,,
1,161,AE,1/19,30,1,1632,PAWA,18.5065819,-68.375763,U,U,0,G,F,,,,,,L,12,1,N,Marina ,,,,,,,,,,
1,161,AE,1/19,30,1,1632,PAWA,18.5065819,-68.375763,U,U,1,OL,H,,,,,,B,12,1,N,Marina ,,,,,,,,,,
1,161,AE,1/19,30,1,1632,PAWA,18.5065819,-68.375763,U,U,0,G,G,,,,,,L,12,1,N,Marina ,,,,,,,,,,
3,163,AE,1/19,30,1,1649,PAWA,18.5075004,-68.3764447,U,U,0,G,S,,,,,,L,12,1,N,Marina ,,,,,,,,,,
3,163,AE,1/19,30,1,1649,PAWA,18.5075004,-68.3764447,U,U,0,G,S,,,,,,L,12,1,N,Marina ,,,,,,,,,,
3,163,AE,1/19,30,1,1649,PAWA,18.5075004,-68.3764447,U,U,0,G,S,,,,,,L,12,1,N,Marina ,,,,,,,,,,
7,173,E,1/19,40,1,1732,PAWA,18.5173644,-68.3753064,U,U,2,F,G,Y,-,H,2,"YRWA(3), PAWA(2)",D,9,1,N,Reserve to Casitas,,,,,,,,,,
7,173,E,1/19,40,1,1732,PAWA,18.5173644,-68.3753064,U,U,2,F,G,Y,-,H,2,"YRWA(3), PAWA(2)",D,9,1,N,Reserve to Casitas,,,,,,,,,,
8,174,K,1/19,40,1,1730,PAWA,18.5173644,-68.3753064,U,U,0,G,G,Y,-,H,2,"YRWA(2), PAWA(1)",G,9,1,N,Reserve to Casitas,,,,,,,,,,
8,174,K,1/19,40,1,1730,PAWA,18.5173644,-68.3753064,U,U,0,G,G,Y,-,H,2,"YRWA(2), PAWA(1)",G,9,1,N,Reserve to Casitas,,,,,,,,,,
