Num,ADJUSTED NUMBER,Observer,Date,Cloud,Wind,Time,Species,Lat,Lon,Age,Sex,Bird Height,Foraging Location,Foraging Behavior,Flock?,# individuals,Con/hetero,# species,Which species,Substrate type,Canopy height,Canopy level,PLAYBACK?,Locality,NOTE,,,Distance from Trunk,DBH,(habitat),(tree height),,,
1,128,AE,1/19,0,0,803,YRWA,18.5164466,-68.3797525,U,U,5,OF,G,Y,,C,,,,10,2,N,Hacienda,,,,,,,,,,
5,132,AE,1/19,0,0,815,YRWA,18.5175116,-68.3805347,U,U,3,OL,F,N,,,,,T,9,2,N,Hacienda,,,,,,,,,,
5,132,AE,1/19,0,0,815,YRWA,18.5175116,-68.3805347,U,U,4,OL,G,N,,,,,T,9,2,N,Hacienda,,,,,,,,,,
6,133,AE,1/19,0,0,815,YRWA,18.5175116,-68.3805347,U,U,5,OL,H,N,,,,,T,9,2,N,Hacienda,,,,,,,,,,
11,138,AE,1/19,0,0,843,YRWA,18.5243534,-68.379155,U,U,5,OL,G,N,,,,,T,11,2,N,Hacienda,,,,,,,,,,
11,138,AE,1/19,0,0,843,YRWA,18.5243534,-68.379155,U,U,5,OF,F,N,,,,,T,11,2,N,Hacienda,,,,,,,,,,
24,151,AE,1/19,0,0,1000,YRWA,18.5246837,-68.378869,U,U,0,G,G,Y,,H,2,"CMWA, YRWA",G,12,1,N,Hacienda,,,,,,,,,,
24,151,AE,1/19,0,0,1000,YRWA,18.5246837,-68.378869,U,U,2,OL,H,Y,,H,2,"CMWA, YRWA",G,12,1,N,Hacienda,,,,,,,,,,
24,151,AE,1/19,0,0,1000,YRWA,18.5246837,-68.378869,U,U,3,OF,F,Y,,H,2,"CMWA, YRWA",G,12,1,N,Hacienda,,,,,,,,,,
25,152,AE,1/19,0,0,1010,YRWA,18.5234476,-68.379446,U,U,2,OL,G,N,,,,,G,12,1,N,Hacienda,,,,,,,,,,
25,152,AE,1/19,0,0,1010,YRWA,18.5234476,-68.379446,U,U,0,OF,G,N,,,,,G,12,1,N,Hacienda,,,,,,,,,,
25,152,AE,1/19,0,0,1010,YRWA,18.5234476,-68.379446,U,U,0,G,G,N,,,,,G,12,1,N,Hacienda,,,,,,,,,,
2,162,AE,1/19,30,1,1632,YRWA,18.5065819,-68.375763,U,U,2,W,G,Y,4,C,1,,A,12,1,N,Marina ,,,,,,,,,,
4,164,AE,1/19,30,1,1715,YRWA,18.50779,-68.379087,U,U,6,OL,G,,,,,,T,12,2,N,Marina ,,,,,,,,,,
1,167,K+E,1/19,40,1,1603,YRWA,18.515335,-68.3764111,U,U,0,G,K,N,-,-,-,-,G,9,1,N,Reserve to Casitas,,,,,,,,,,
1,167,K+E,1/19,40,1,1603,YRWA,18.515335,-68.3764111,U,U,0,G,K,N,-,-,-,-,G,9,1,N,Reserve to Casitas,,,,,,,,,,
1,167,K+E,1/19,40,1,1603,YRWA,18.515335,-68.3764111,U,U,0,G,K,N,-,-,-,-,G,9,1,N,Reserve to Casitas,,,,,,,,,,
1,167,K+E,1/19,40,1,1603,YRWA,18.515335,-68.3764111,U,U,0,G,K,N,-,-,-,-,G,9,1,N,Reserve to Casitas,,,,,,,,,,
1,167,K+E,1/19,40,1,1603,YRWA,18.515335,-68.3764111,U,U,0,G,K,N,-,-,-,-,G,9,1,N,Reserve to Casitas,,,,,,,,,,
2,168,E,1/19,40,1,1637,YRWA,18.515335,-68.3764111,U,U,0.1,L,P,N,-,-,-,-,GC,,,N,Reserve to Casitas,,,,,,,,,,
2,168,E,1/19,40,1,1637,YRWA,18.515335,-68.3764111,U,U,0.1,L,P,N,-,-,-,-,GC,,,N,Reserve to Casitas,,,,,,,,,,
2,168,E,1/19,40,1,1637,YRWA,18.515335,-68.3764111,U,U,1,UL,G,N,-,-,-,-,GC,,1,N,Reserve to Casitas,,,,,,,,,,
2,168,E,1/19,40,1,1637,YRWA,18.515335,-68.3764111,U,U,1,UL,G,N,-,-,-,-,GC,,1,N,Reserve to Casitas,,,,,,,,,,
2,168,E,1/19,40,1,1637,YRWA,18.515335,-68.3764111,U,U,1,UL,G,N,-,-,-,-,GC,,1,N,Reserve to Casitas,,,,,,,,,,
3,169,K,1/19,40,1,1725,YRWA,18.5169724,-68.3750818,U,U,4,OL,H,Y,-,H,2,YRWA(3),T,10,2,N,Reserve to Casitas,,,,,,,,,,
4,170,K,1/19,40,1,1725,YRWA,18.5169724,-68.3750818,U,U,4,OL,G,Y,-,C,3,,T,12,2,N,Reserve to Casitas,,,,,,,,,,
4,170,K,1/19,40,1,1725,YRWA,18.5169724,-68.3750818,U,U,4,T,G,Y,-,C,1,,T,12,2,N,Reserve to Casitas,,,,,,,,,,
5,171,K,1/19,40,1,1725,YRWA,18.5169724,-68.3750818,U,U,5,UL,G,Y,-,C,1,,T,12,2,N,Reserve to Casitas,,,,,,,,,,
5,171,K,1/19,40,1,1725,YRWA,18.5169724,-68.3750818,U,U,5,UL,G,Y,-,C,1,,T,12,2,N,Reserve to Casitas,,,,,,,,,,
6,172,K,1/19,40,1,1730,YRWA,18.5169724,-68.3750818,U,U,4,UF,G,N,-,-,-,-,T,12,2,N,Reserve to Casitas,,,,,,,,,,
13,179,K,1/19,40,1,1610,YRWA,18.517695,-68.3755179,U,U,10,F,F,N,-,-,-,-,T,12,3,N,Reserve to Casitas,,,,,,,,,,
2,180,MG,1/19,30,1,1610,YRWA,18.5252139,-68.3788352,U,U,0,G,G,Y,5,C,1,,R,13,1,N,Hacienda,,,,,,,,,,
2,180,MG,1/19,30,1,1610,YRWA,18.5252139,-68.3788352,U,U,0,G,G,Y,5,C,1,,L,13,1,N,Hacienda,,,,,,,,,,
2,180,MG,1/19,30,1,1610,YRWA,18.5252139,-68.3788352,U,U,0,G,G,Y,5,C,1,,L,13,1,N,Hacienda,,,,,,,,,,
2,180,MG,1/19,30,1,1610,YRWA,18.5252139,-68.3788352,U,U,0,G,G,Y,5,C,1,,L,13,1,N,Hacienda,,,,,,,,,,
3,181,MG,1/19,30,1,1610,YRWA,18.5252139,-68.3788352,U,U,0.1,F,H,Y,5,C,1,,B,13,1,N,Hacienda,,,,,,,,,,
3,181,MG,1/19,30,1,1610,YRWA,18.5252139,-68.3788352,U,U,0.2,F,F,Y,5,C,1,,B,13,1,N,Hacienda,,,,,,,,,,
3,181,MG,1/19,30,1,1610,YRWA,18.5252139,-68.3788352,U,U,0,G,G,Y,5,C,1,,R,13,1,N,Hacienda,,,,,,,,,,
7,185,MG,1/19,30,1,1731,YRWA,18.5449088,-68.3744457,U,U,0.5,OF,G,,,,,,B,6,1,N,Hacienda,,,,,,,,,,
15,203,MG,1/20,20,1,855,YRWA,18.5291212,-68.3740444,U,U,0.1,L,G,Y,5,C,1,,V,,,N,Hacienda,,,,,,,,,,
15,203,MG,1/20,20,1,855,YRWA,18.5291212,-68.3740444,U,U,0.1,L,G,Y,5,C,1,,V,,,N,Hacienda,,,,,,,,,,
15,203,MG,1/20,20,1,855,YRWA,18.5291212,-68.3740444,U,U,0.1,L,G,Y,5,C,1,,V,,,N,Hacienda,,,,,,,,,,
16,204,MG,1/20,20,1,855,YRWA,18.5291212,-68.3740444,U,U,0,G,K,Y,5,C,1,,V,,,N,Hacienda,,,,,,,,,,
16,204,MG,1/20,20,1,855,YRWA,18.5291212,-68.3740444,U,U,0,G,K,Y,5,C,1,,V,,,N,Hacienda,,,,,,,,,,
16,204,MG,1/20,20,1,855,YRWA,18.5291212,-68.3740444,U,U,0.3,L,H,Y,5,C,1,,,,,N,Hacienda,,,,,,,,,,
17,205,MG,1/20,20,1,920,YRWA,18.5250152,-68.3788322,U,U,0.5,OL,G,Y,5,C,1,,GC,9,1,N,Hacienda,,,,,,,,,,
17,205,MG,1/20,20,1,920,YRWA,18.5250152,-68.3788322,U,U,0.1,F,G,Y,5,C,1,,GC,9,1,N,Hacienda,,,,,,,,,,
18,206,MG,1/20,20,1,920,YRWA,18.5250152,-68.3788322,U,U,0,G,K,Y,5,C,1,,V,9,1,N,Hacienda,,,,,,,,,,
19,207,MG,1/20,20,1,920,YRWA,18.5250152,-68.3788322,U,U,0,G,K,Y,5,C,1,,V,9,1,N,Hacienda,,,,,,,,,,
18,206,MG,1/20,20,1,920,YRWA,18.5250152,-68.3788322,U,U,0.2,OL,H,Y,5,C,1,,GC,9,1,N,Hacienda,,,,,,,,,,
18,206,MG,1/20,20,1,920,YRWA,18.5250152,-68.3788322,U,U,0.2,UL,G,Y,5,C,1,,GC,9,1,N,Hacienda,,,,,,,,,,
20,208,MG,1/20,20,1,920,YRWA,18.5250152,-68.3788322,U,U,1.5,SW,G,Y,5,C,1,,T,9,1,N,Hacienda,,,,,,,,,,
20,208,MG,1/20,20,1,920,YRWA,18.5250152,-68.3788322,U,U,1.5,SW,G,Y,5,C,1,,T,9,1,N,Hacienda,,,,,,,,,,
20,208,MG,1/20,20,1,920,YRWA,18.5250152,-68.3788322,U,U,1.5,SW,G,Y,5,C,1,,T,9,1,N,Hacienda,,,,,,,,,,
1,230,K,1/20,40,1,740,YRWA,"18º31`3""N","68º22`31""W",U,U,0,G,G,Y,-,C,3,-,G,6,1,N,Tortuga Bay - Main Road,,,,,,,,,,
2,231,K,1/20,40,1,745,YRWA,"18º31`3""N","68º22`31""W",U,U,0,G,G,Y,-,C,3,-,G,6,1,N,Tortuga Bay - Main Road,,,,,,,,,,
3,232,K,1/20,40,1,800,YRWA,"18º31`3""N","68º22`31""W",U,U,0,G,G,Y,-,C,3,-,G,6,1,N,Tortuga Bay - Main Road,,,,,,,,,,
4,233,K,1/20,40,1,800,YRWA,"18º31`3""N","68º22`31""W",U,U,0,G,G,Y,-,C,3,-,G,6,,N,Tortuga Bay - Main Road,,,,,,,,,,
5,234,K,1/20,40,1,800,YRWA,"18º31`3""N","68º22`31""W",U,U,0,G,G,Y,-,C,3,-,G,6,,N,Tortuga Bay - Main Road,,,,,,,,,,
6,235,K,1/20,40,1,805,YRWA,"18º31`3""N","68º22`31""W",U,U,0,G,G,Y,-,C,3,-,G,6,1,N,Tortuga Bay - Main Road,,,,,,,,,,
7,236,K,1/20,40,1,805,YRWA,"18º31`3""N","68º22`31""W",U,U,5,F,G,Y,-,C,2,-,G,12,1,N,Tortuga Bay - Main Road,,,,,,,,,,
8,237,K,1/20,40,1,808,YRWA,"18º31`3""N","68º22`31""W",U,U,0.3,F,G,Y,-,C,2,-,B,12,2,N,Tortuga Bay - Main Road,,,,,,,,,,
16,245,K,1/20,40,1,916,YRWA,"18º31`12""N","68º22`23""W",U,U,8,UL,G,N,-,-,-,-,T,14,3,N,Tortuga Bay - Main Road,Right leg white,,,,,,,,,
16,245,K,1/20,40,1,916,YRWA,"18º31`12""N","68º22`23""W",U,U,8,OL,G,N,-,-,-,-,T,14,3,N,Tortuga Bay - Main Road,Right leg white,,,,,,,,,
17,246,K,1/20,40,1,916,YRWA,"18º31`11""N","68º22`27""W",U,U,0,G,F,N,-,-,-,-,G,15,1,N,Tortuga Bay - Main Road,,,,,,,,,,
17,246,K,1/20,40,1,916,YRWA,"18º31`11""N","68º22`27""W",U,U,0,G,K,N,-,-,-,-,G,15,1,N,Tortuga Bay - Main Road,,,,,,,,,,
17,246,K,1/20,40,1,916,YRWA,"18º31`11""N","68º22`27""W",U,U,0,G,F,N,-,-,-,-,G,15,1,N,Tortuga Bay - Main Road,,,,,,,,,,
17,246,K,1/20,40,1,916,YRWA,"18º31`11""N","68º22`27""W",U,U,0,G,F,N,-,-,-,-,G,15,1,N,Tortuga Bay - Main Road,,,,,,,,,,
17,246,K,1/20,40,1,916,YRWA,"18º31`11""N","68º22`27""W",U,U,0,G,F,N,-,-,-,-,G,15,1,N,Tortuga Bay - Main Road,,,,,,,,,,
17,246,K,1/20,40,1,916,YRWA,"18º31`11""N","68º22`27""W",U,U,0,G,K,N,-,-,-,-,,15,1,N,Tortuga Bay - Main Road,,,,,,,,,,
17,246,K,1/20,40,1,916,YRWA,"18º31`11""N","68º22`27""W",U,U,0,G,F,N,-,-,-,-,,15,2,N,Tortuga Bay - Main Road,,,,,,,,,,
1,248,K,1/20,10,1,1550,YRWA,OBSERVATION TOWER,,U,U,3,OF,G,Y,2,C,1,-,T,9,2,N,Gavilan,Right leg Orange,,,,,,,,,
1,248,K,1/20,10,1,1555,YRWA,OBSERVATION TOWER,,U,U,1,UF,G,N,2,C,1,-,D,9,1,N,Gavilan,Right leg Orange,,,,,,,,,
1,248,K,1/20,10,1,1555,YRWA,OBSERVATION TOWER,,U,U,0.3,OF,G,N,2,C,1,-,D,9,1,N,Gavilan,Right leg Orange,,,,,,,,,
1,248,K,1/20,10,1,1555,YRWA,OBSERVATION TOWER,,U,U,2,OF,G,N,2,C,1,-,T,9,1,N,Gavilan,Right leg Orange,,,,,,,,,
4,251,K,1/20,10,1,1627,YRWA,"18º30`60""N","68º22`48""W",U,U,12,OL,H,N,2,C,1,-,T,15,3,N,Gavilan,,,,,,,,,,
4,251,K,1/20,10,1,1627,YRWA,"18º30`60""N","68º22`48""W",U,U,11,OL,G,N,2,C,1,-,T,15,3,N,Gavilan,,,,,,,,,,
1,253,MG,1/21,10,1,738,YRWA,18.5168452,-68.3799738,U,U,0,G,K,Y,3,C,1,,R,10,1,N,Man-made Lagoons,,,,,,,,,,
1,253,MG,1/21,10,1,738,YRWA,18.5168452,-68.3799738,U,U,0,G,K,Y,3,C,1,,R,10,1,N,Man-made Lagoons,,,,,,,,,,
1,253,MG,1/21,10,1,738,YRWA,18.5168452,-68.3799738,U,U,0,G,K,Y,3,C,1,,R,10,1,N,Man-made Lagoons,,,,,,,,,,
1,253,MG,1/21,10,1,738,YRWA,18.5168452,-68.3799738,U,U,0,G,K,Y,3,C,1,,R,10,1,N,Man-made Lagoons,,,,,,,,,,
2,254,MG,1/21,10,1,738,YRWA,18.5168452,-68.3799738,U,U,0,G,K,Y,3,C,1,,R,10,1,N,Man-made Lagoons,,,,,,,,,,
2,254,MG,1/21,10,1,738,YRWA,18.5168452,-68.3799738,U,U,0,G,K,Y,3,C,1,,R,10,1,N,Man-made Lagoons,,,,,,,,,,
2,269,AE,1/21,10,1,740,YRWA,18.5157182,-68.3803208,U,U,4,OL,G,Y,,H,4,"PRAW, YRWA, CMWA, BAWW",T,9,2,N,Behind Sewage Ponds,,,,,,,,,,
